DEALER ID,Cibil Score,TOTAL ASSET COST,ASSET CTG,ASSET MODEL NO,MARITAL STATUS,GENDER,ADDRESS TYPE,EMPLOY CONSTITUTION,EMPLOYER TYPE,phone_digitalage,Application Status
82678,744.0,101415.0,SCECA,133251,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
106923,725.0,94404.0,MCPRA,160832,Single,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,2396.0,1
110989,725.0,94404.0,MCECB,134122,Single,Male,PARENT OWNED-HOUSE,SALARIED,Non-Government,535.0,1
71614,641.0,94404.0,MCECC,143241,Married,Male,RESIDENCE,SALARIED,Non-Government,1988.0,0
82184,720.0,94404.0,MCEXA,134124,Married,Male,RESIDENCE,SELF-EMPLOYED,SALARIED,515.0,0
98843,725.0,94404.0,MCPRA,134124,Married,Female,PARENT OWNED-FLAT,SELF-EMPLOYED,SELF-EMPLOYED,698.0,1
88151,578.0,94404.0,MCEXB,143606,Married,Female,Parental,SELF-EMPLOYED,Government,327.0,0
88282,780.0,94404.0,MCECC,182264,Married,Male,RENTED-ROWHOUSE,SELF-EMPLOYED,Government,2070.0,1
189975,725.0,94404.0,SCECA,199546,Single,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,2951.0,1
199998,730.0,76925.0,MCECB,140681,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,5970.0,1
88357,734.0,91838.0,MCECA,140212,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2368.0,1
192016,722.0,146030.0,MCEXA,149669,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1262.0,1
190304,725.0,94404.0,MCPRA,170161,Single,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,1671.0,1
107097,725.0,157500.0,MCPRA,139744,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,2147.0,1
199179,725.0,94404.0,MCPRA,145122,Single,Male,RESIDENCE,SELF-EMPLOYED,Government,2825.0,0
92293,619.0,94404.0,ESNRC,153779,Married,Male,OWNDED-FLAT,SALARIED,SALARIED,1998.0,0
91926,786.0,94404.0,MCEXA,143240,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,2408.0,1
105188,754.0,94404.0,MCECB,140682,Single,Male,RESIDENCE,SALARIED,Non-Government,790.0,1
106316,620.0,94404.0,MCECB,134123,Married,Male,OWNED-BUNGLOW,SELF-EMPLOYED,SALARIED,2240.0,0
56184,725.0,94404.0,MOECA,143627,Single,Male,RESIDENCE,SALARIED,Government,354.0,0
108667,665.0,94404.0,EMECA,133255,Single,Female,PARENT OWNED-HOUSE,SELF-EMPLOYED,SALARIED,2980.0,0
200562,750.0,94404.0,MOECA,192856,Married,Male,PARENT OWNED-HOUSE,SALARIED,Government,790.0,0
111643,725.0,117750.0,SCEXA,139546,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
91511,725.0,94404.0,ESNRB,139541,Married,Male,Parental,SALARIED,SALARIED,-1.0,1
73186,790.0,94404.0,SCEXA,138395,Single,Male,OWNED-ROWHOUSE,SALARIED,Non-Government,1893.0,1
108300,725.0,92925.0,SCECA,143240,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
69661,632.0,94404.0,ESNRB,140212,Single,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,456.0,0
85054,735.0,94404.0,ESECB,183085,Married,Male,Parental,SALARIED,SALARIED,1671.0,1
93498,725.0,97360.0,MCEXA,175683,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2266.0,1
94189,663.0,94404.0,MCECA,143238,Married,Male,Rented,SALARIED,SELF-EMPLOYED,1998.0,0
97418,725.0,99867.0,SCECA,134896,Married,Female,Rented,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
85131,700.0,94404.0,MCPRA,143240,Single,Female,RESIDENCE,SALARIED,Non-Government,-1.0,0
95823,725.0,153400.0,MCEXB,139810,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,335.0,1
75612,725.0,89418.0,MCECA,140208,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2164.0,1
84218,667.0,94404.0,MCECC,184476,Married,Male,OWNED-PENTHOUSE,SELF-EMPLOYED,Non-Government,1988.0,0
99115,725.0,94404.0,SCEXA,166537,Single,Male,RESIDENCE,SALARIED,Non-Government,111.0,0
88282,680.0,94404.0,SCECA,183086,Married,Male,OWNED-PENTHOUSE,SELF-EMPLOYED,SALARIED,2722.0,0
80960,638.0,94404.0,MCECB,140683,Married,Male,Company Provided,SALARIED,SELF-EMPLOYED,4967.0,0
92523,745.0,94404.0,SCEXA,140208,Married,Male,Parental,SELF-EMPLOYED,Government,1768.0,1
87990,708.0,94404.0,MCECB,134898,Single,Female,Parental,SALARIED,SALARIED,1998.0,1
198430,725.0,94404.0,MCPRA,140212,Single,Male,Rented,SELF-EMPLOYED,SALARIED,2607.0,0
90867,725.0,98238.0,MCEXA,129102,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2631.0,1
92647,752.0,103232.0,SCECA,174641,Single,Male,Parental,SALARIED,SALARIED,698.0,1
86133,744.0,114427.0,MCEXA,183085,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2342.0,1
101456,744.0,87668.0,MCECA,160832,Single,Male,Parental,SALARIED,SALARIED,104.0,1
80961,735.0,109280.0,MCEXA,129101,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
197362,707.0,87562.0,MCECA,140212,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
95590,612.0,91268.0,MCECA,160832,Married,Male,Parental,SALARIED,SALARIED,1998.0,1
73894,725.0,89760.0,MCEXA,143238,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,818.0,1
69397,725.0,86900.0,SCECA,138395,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,453.0,1
73417,791.0,104567.0,MCEXA,175682,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
67743,768.0,88030.0,MCECA,145941,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1843.0,1
84079,725.0,93305.0,MCECA,143949,Single,Male,RESIDENCE,SALARIED,Non-Government,1491.0,1
89623,652.0,94404.0,MCECA,139744,Married,Male,OWNED-BUNGLOW,SALARIED,Non-Government,1998.0,0
71648,725.0,87710.0,MCECA,160832,Single,Male,Parental,SALARIED,SALARIED,1988.0,1
91583,752.0,90756.0,SCEXA,124650,Married,Male,Rented,SELF-EMPLOYED,SELF-EMPLOYED,1609.0,1
194716,725.0,86200.0,MCECA,145941,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,545.0,1
194713,725.0,87168.0,MCECA,160832,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1976.0,1
80961,725.0,94404.0,ESNRC,153829,Single,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,182.0,1
107448,740.0,86371.0,MCECA,140212,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
191391,763.0,92377.0,SCECA,143240,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
88282,690.0,94404.0,ESECB,199546,Single,Male,RESIDENCE,SELF-EMPLOYED,SALARIED,133.0,0
76653,725.0,94404.0,ESNRC,160832,Single,Male,OWNED-BUNGLOW,SALARIED,SELF-EMPLOYED,933.0,1
84909,725.0,89788.0,MCECA,140208,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
75616,672.0,94404.0,SCEXA,139810,Married,Male,OWNED-ROWHOUSE,SELF-EMPLOYED,SALARIED,3173.0,0
111646,654.0,94404.0,ESNRC,138383,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,0
81711,725.0,94404.0,MOECA,139542,Married,Male,RESIDENCE,SALARIED,Non-Government,-1.0,0
197063,606.0,94404.0,SCECA,143240,Single,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,959.0,0
74526,771.0,91995.0,SCECA,143241,Married,Male,Parental,SALARIED,SALARIED,556.0,1
193031,725.0,94404.0,ESNRB,129102,Married,Female,RESIDENCE,SALARIED,SALARIED,2396.0,0
89335,750.0,138513.0,MCEXA,178903,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1333.0,1
110458,725.0,106800.0,SCECA,143247,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2741.0,1
109402,741.0,90911.0,MCECA,140208,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,3891.0,1
199867,725.0,94404.0,MCPRA,184458,Married,Male,PARENT OWNED-HOUSE,SELF-EMPLOYED,Non-Government,893.0,0
109054,750.0,94404.0,MCECA,180580,Married,Male,RESIDENCE,SELF-EMPLOYED,Government,1998.0,1
92294,725.0,94404.0,SCEXA,167336,Single,Male,RENTED-ROWHOUSE,SELF-EMPLOYED,Government,501.0,1
105778,775.0,104186.0,SCECA,143240,Single,Female,Parental,SALARIED,SALARIED,1965.0,1
99367,567.0,94404.0,ESNRC,160832,Single,Male,Parental,SELF-EMPLOYED,Non-Government,2740.0,0
200191,677.0,77695.0,MCECC,143232,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,419.0,1
59542,764.0,94404.0,ESECB,143240,Single,Female,OWNED-ROWHOUSE,SALARIED,Non-Government,1998.0,0
111979,725.0,94404.0,MCPRA,140214,Single,Male,Company Provided,SELF-EMPLOYED,Non-Government,612.0,0
197494,771.0,104592.0,MCEXA,139543,Married,Male,Rented,SALARIED,SALARIED,2147.0,1
101239,725.0,94696.0,MCEXA,143238,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,3439.0,1
192351,725.0,90868.0,MCECA,160832,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,-1.0,1
94793,788.0,92176.0,MCECB,140682,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,327.0,1
104701,711.0,94404.0,MCECC,140210,Married,Male,Parental,SALARIED,Government,2761.0,0
102762,580.0,94404.0,MOECA,138383,Single,Male,RENTED-ROWHOUSE,SELF-EMPLOYED,SALARIED,1998.0,0
106557,725.0,113703.0,SCEXA,124650,Single,Male,Parental,SALARIED,SALARIED,1998.0,1
64212,690.0,94404.0,MCECC,160214,Married,Male,OWNED-BUNGLOW,SELF-EMPLOYED,Non-Government,3039.0,0
69867,725.0,102108.0,MCECA,199546,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1262.0,1
74463,578.0,94404.0,ESNRB,138395,Married,Male,RESIDENCE,SALARIED,Government,2312.0,0
95540,732.0,94404.0,MCECA,160216,Single,Male,OWNED-ROWHOUSE,SALARIED,SALARIED,757.0,0
110188,725.0,153367.0,MCEXB,139810,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
99177,761.0,105000.0,MCEXA,143607,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,883.0,1
73048,712.0,94255.0,MCEXA,143238,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
191357,725.0,101591.0,SCECA,198364,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
94844,725.0,94404.0,ESNRB,138395,Single,Female,Parental,SALARIED,SELF-EMPLOYED,752.0,1
112006,745.0,92979.0,MCECA,140208,Married,Female,Parental,SALARIED,SALARIED,1759.0,1
199427,738.0,70712.0,ESNRC,198311,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
87990,737.0,94404.0,EMECA,143232,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,0
75519,750.0,94404.0,MCECA,143232,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
108322,725.0,87108.0,MCECA,140212,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1373.0,1
99799,725.0,94404.0,SCECA,199546,Married,Male,RESIDENCE,SALARIED,SALARIED,205.0,0
103562,665.0,94404.0,EMECA,140215,Single,Male,RENTED-ROWHOUSE,SALARIED,SELF-EMPLOYED,1988.0,0
106994,689.0,94404.0,SCEXA,149668,Married,Male,RESIDENCE,SALARIED,Non-Government,1218.0,0
97633,776.0,94404.0,MCPRA,140208,Single,Male,RESIDENCE,SALARIED,SALARIED,809.0,1
94912,725.0,94404.0,SCEXA,139810,Married,Female,RESIDENCE,SALARIED,Government,1988.0,0
74785,725.0,94404.0,MCPRA,140212,Married,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,1983.0,1
60732,778.0,93387.0,MCECA,199546,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,587.0,1
73549,697.0,94404.0,SCECA,181456,Married,Male,OWNDED-FLAT,SALARIED,SALARIED,1988.0,0
113089,725.0,94404.0,MCECA,138470,Single,Male,OWNED-PENTHOUSE,SELF-EMPLOYED,SALARIED,2159.0,0
74135,726.0,88918.0,MCECA,175955,Single,Male,RESIDENCE,SALARIED,Non-Government,1998.0,1
74007,725.0,91000.0,MCECA,140212,Married,Male,Parental,SALARIED,SALARIED,808.0,1
195033,673.0,94404.0,MCECA,183085,Married,Male,RENTED-ROWHOUSE,SALARIED,SALARIED,1611.0,0
